POD,CPU,MEMORY,TIME,,,,,,,Resource,
front-end-55b89655c7-6flr7,234,106Mi,1703219434,,,,,148703,185880.9409,,0.799990571
front-end-55b89655c7-6flr7,219,105Mi,1703219456,,,,,219,294.3396226,294.3396226,
front-end-55b89655c7-6flr7,219,105Mi,1703219477,,,,,219,275.4716981,275.4716981,
front-end-55b89655c7-6flr7,211,105Mi,1703219499,,,,,211,275.4716981,275.4716981,
front-end-55b89655c7-6flr7,212,106Mi,1703219520,,,,,212,265.408805,265.408805,
front-end-55b89655c7-6flr7,263,104Mi,1703219541,,,,,263,266.6666667,266.6666667,
front-end-55b89655c7-6flr7,201,106Mi,1703219563,,,,,201,326.686843,326.686843,
front-end-55b89655c7-6flr7,188,104Mi,1703219584,,,,,188,248.9132956,248.9132956,
front-end-55b89655c7-6flr7,205,107Mi,1703219606,,,,,205,237.4031581,237.4031581,
front-end-55b89655c7-6flr7,191,108Mi,1703219627,,,,,191,257.4794552,257.4794552,
front-end-55b89655c7-6flr7,206,103Mi,1703219648,,,,,206,240.980325,240.980325,
front-end-55b89655c7-6flr7,209,108Mi,1703219670,,,,,209,256.3043009,256.3043009,
front-end-55b89655c7-6flr7,181,104Mi,1703219691,,,,,181,261.2457329,261.2457329,
front-end-55b89655c7-6flr7,196,108Mi,1703219712,,,,,196,228.8574365,228.8574365,
front-end-55b89655c7-6flr7,206,107Mi,1703219733,,,,,206,248.1567842,248.1567842,
front-end-55b89655c7-6flr7,215,105Mi,1703219754,,,,,215,256.8791662,256.8791662,
front-end-55b89655c7-6flr7,193,109Mi,1703219776,,,,,193,269.0290343,269.0290343,
front-end-55b89655c7-6flr7,224,107Mi,1703219797,,,,,224,239.0113044,239.0113044,
front-end-55b89655c7-6flr7,221,106Mi,1703219818,,,,,221,285.4431591,285.4431591,
front-end-55b89655c7-6flr7,191,104Mi,1703219839,,,,,191,276.3188156,276.3188156,
front-end-55b89655c7-6flr7,233,106Mi,1703219860,,,,,233,238.36569,238.36569,
front-end-55b89655c7-6flr7,208,106Mi,1703219882,,,,,208,287.2257132,287.2257132,
front-end-55b89655c7-6flr7,233,106Mi,1703219903,,,,,233,259.5707946,259.5707946,
front-end-55b89655c7-6flr7,218,104Mi,1703219924,,,,,218,288.3458859,288.3458859,
front-end-55b89655c7-6flr7,229,106Mi,1703219945,,,,,229,268.4677252,268.4677252,
front-end-55b89655c7-6flr7,204,106Mi,1703219966,,,,,204,285.8525772,285.8525772,
front-end-55b89655c7-6flr7,244,105Mi,1703219987,,,,,244,253.4562282,253.4562282,
front-end-55b89655c7-6flr7,305,107Mi,1703220008,,,,,305,305.188143,305.188143,
front-end-55b89655c7-6flr7,231,103Mi,1703220030,,,,,231,386.3310872,386.3310872,
front-end-55b89655c7-6flr7,166,101Mi,1703220051,,,,,166,290.6886278,290.6886278,
front-end-55b89655c7-6flr7,145,100Mi,1703220073,front-end-55b89655c7-cmjfv,133,114Mi,1703220073,278,408.571335,204.2856675,
front-end-55b89655c7-6flr7,130,103Mi,1703220094,front-end-55b89655c7-cmjfv,133,114Mi,1703220094,263,369.1912501,184.595625,
front-end-55b89655c7-6flr7,131,103Mi,1703220115,front-end-55b89655c7-cmjfv,153,134Mi,1703220115,284,341.8301536,170.9150768,
front-end-55b89655c7-6flr7,131,103Mi,1703220137,front-end-55b89655c7-cmjfv,124,139Mi,1703220137,255,339.4474971,169.7237486,
front-end-55b89655c7-6flr7,152,104Mi,1703220158,front-end-55b89655c7-cmjfv,156,108Mi,1703220158,308,336.7337084,168.3668542,
front-end-55b89655c7-6flr7,135,104Mi,1703220180,front-end-55b89655c7-cmjfv,127,106Mi,1703220180,262,371.4657537,185.7328769,
front-end-55b89655c7-6flr7,144,105Mi,1703220201,front-end-55b89655c7-cmjfv,151,105Mi,1703220201,295,345.7590795,172.8795398,
front-end-55b89655c7-6flr7,138,105Mi,1703220222,front-end-55b89655c7-cmjfv,135,108Mi,1703220222,273,371.2542866,185.6271433,
front-end-55b89655c7-6flr7,136,103Mi,1703220244,front-end-55b89655c7-cmjfv,145,107Mi,1703220244,281,351.8880783,175.9440392,
front-end-55b89655c7-6flr7,167,106Mi,1703220265,front-end-55b89655c7-cmjfv,137,105Mi,1703220265,304,350.5716859,175.285843,
front-end-55b89655c7-6flr7,145,106Mi,1703220286,front-end-55b89655c7-cmjfv,176,104Mi,1703220286,321,403.9375173,201.9687587,
front-end-55b89655c7-6flr7,143,105Mi,1703220308,front-end-55b89655c7-cmjfv,144,105Mi,1703220308,287,368.9118511,184.4559255,
front-end-55b89655c7-6flr7,156,104Mi,1703220329,front-end-55b89655c7-cmjfv,173,107Mi,1703220329,329,372.3859119,186.192956,
front-end-55b89655c7-6flr7,153,105Mi,1703220350,front-end-55b89655c7-cmjfv,138,108Mi,1703220350,291,393.6934043,196.8467021,
front-end-55b89655c7-6flr7,140,103Mi,1703220372,front-end-55b89655c7-cmjfv,171,106Mi,1703220372,311,386.8337987,193.4168994,
front-end-55b89655c7-6flr7,167,105Mi,1703220393,front-end-55b89655c7-cmjfv,165,105Mi,1703220393,332,361.0458526,180.5229263,
front-end-55b89655c7-6flr7,144,102Mi,1703220414,front-end-55b89655c7-cmjfv,134,107Mi,1703220414,278,412.348705,206.1743525,
front-end-55b89655c7-6flr7,151,104Mi,1703220436,front-end-55b89655c7-cmjfv,134,107Mi,1703220436,285,366.7466709,183.3733354,
front-end-55b89655c7-6flr7,146,104Mi,1703220457,front-end-55b89655c7-cmjfv,151,107Mi,1703220457,297,387.4405458,193.7202729,
front-end-55b89655c7-6flr7,150,104Mi,1703220478,front-end-55b89655c7-cmjfv,128,107Mi,1703220478,278,374.3819094,187.1909547,
front-end-55b89655c7-6flr7,182,104Mi,1703220500,front-end-55b89655c7-cmjfv,170,105Mi,1703220500,352,388.1148699,194.0574349,
front-end-55b89655c7-6flr7,149,104Mi,1703220521,front-end-55b89655c7-cmjfv,150,106Mi,1703220521,299,447.4294669,223.7147335,
front-end-55b89655c7-6flr7,178,106Mi,1703220543,front-end-55b89655c7-cmjfv,199,105Mi,1703220543,377,373.7294295,186.8647148,
front-end-55b89655c7-6flr7,163,104Mi,1703220564,front-end-55b89655c7-cmjfv,150,107Mi,1703220564,313,443.3600306,221.6800153,
front-end-55b89655c7-6flr7,164,103Mi,1703220585,front-end-55b89655c7-cmjfv,212,108Mi,1703220585,376,412.402081,206.2010405,
front-end-55b89655c7-6flr7,144,106Mi,1703220607,front-end-55b89655c7-cmjfv,135,109Mi,1703220607,279,417.5927547,208.7963773,
front-end-55b89655c7-6flr7,137,105Mi,1703220628,front-end-55b89655c7-cmjfv,153,104Mi,1703220628,290,367.8531215,183.9265607,
front-end-55b89655c7-6flr7,174,105Mi,1703220650,front-end-55b89655c7-cmjfv,145,108Mi,1703220650,319,355.6041657,177.8020828,
front-end-55b89655c7-6flr7,137,102Mi,1703220671,front-end-55b89655c7-cmjfv,162,108Mi,1703220671,299,428.1178532,214.0589266,
front-end-55b89655c7-6flr7,166,103Mi,1703220692,front-end-55b89655c7-cmjfv,156,107Mi,1703220692,322,352.1317281,176.0658641,
front-end-55b89655c7-6flr7,144,105Mi,1703220714,front-end-55b89655c7-cmjfv,144,108Mi,1703220714,288,415.4791774,207.7395887,
