POD,CPU,MEMORY,TIME,,,,,,,Resource,,,
,,,,,,,,,10.96106283,5.480531417,,,
,,,,,,,,,10.87065757,5.435328786,,,
,,,,,,,,,10.87065757,5.435328786,,,
,,,,,,,,,10.87065757,5.435328786,,,
,,,,,,,,,10.87065757,5.435328786,,,
,,,,,,,,,10.87065757,5.435328786,,,
,,,,,,,,,10.86374315,5.431871575,,,
,,,,,,,,,10.86374315,5.431871575,,,
,,,,,,,,,10.86374315,5.431871575,,,
,,,,,,,,,10.86374315,5.431871575,,,
,,,,,,,,,10.86374315,5.431871575,,,
,,,,,,,,,10.87321006,5.436605031,,,
,,,,,,,,,10.87321006,5.436605031,,,
,,,,,,,,,10.87321006,5.436605031,,,
,,,,,,,,,10.87321006,5.436605031,,,
,,,,,,,,,10.87321006,5.436605031,,,
,,,,,,,,,10.76242965,5.381214823,,,
,,,,,,,,,10.76242965,5.381214823,,,
,,,,,,,,,10.76242965,5.381214823,,,
,,,,,,,,,10.76242965,5.381214823,,,
,,,,,,,,,10.76242965,5.381214823,,,
,,,,,,,,,10.76670526,5.383352632,,,
,,,,,,,,,10.76670526,5.383352632,,,
,,,,,,,,,10.76670526,5.383352632,,,
,,,,,,,,,10.76670526,5.383352632,,,
,,,,,,,,,75.45754241,37.72877121,,,
,,,,,,,,,47.87975607,23.93987804,,,
,,,,,,,,,13.74536783,6.872683914,,,
,,,,,,,,,10.77094384,5.385471918,,,
,,,,,,,,,10.77094384,5.385471918,,,
,,,,,,,,,10.77094384,5.385471918,,,
,,,,,,,,,10.59593899,5.297969493,,,
,,,,,,,,,10.59593899,5.297969493,,,
,,,,,,,,,10.59593899,5.297969493,,,
,,,,,,,,,10.59593899,5.297969493,,,
,,,,,,,,,10.59593899,5.297969493,,,
,,,,,,,,,10.54884916,5.274424581,,,
,,,,,,,,,10.54884916,5.274424581,,,
,,,,,,,,,10.54884916,5.274424581,,,
,,,,,,,,,10.54884916,5.274424581,,,
,,,,,,,,,10.54884916,5.274424581,,,
,,,,,,,,,10.50123062,5.250615312,,,
,,,,,,,,,10.50123062,5.250615312,,,
,,,,,,,,,10.50123062,5.250615312,,,
,,,,,,,,,10.50123062,5.250615312,,,
,,,,,,,,,10.50123062,5.250615312,,,
,,,,,,,,,10.50009351,5.250046755,,,
,,,,,,,,,10.50009351,5.250046755,,,
,,,,,,,,,10.50009351,5.250046755,,,
,,,,,,,,,10.50009351,5.250046755,,,
,,,,,,,,,10.50009351,5.250046755,,,
,,,,,,,,,11.03091737,5.515458687,,,
,,,,,,,,,11.03091737,5.515458687,,,
,,,,,,,,,11.03091737,5.515458687,,,
,,,,,,,,,11.03091737,5.515458687,,,
,,,,,,,,,11.03091737,5.515458687,,,
,,,,,,,,,10.58006325,5.290031625,,,
,,,,,,,,,10.58006325,5.290031625,,,
,,,,,,,,,10.58006325,5.290031625,,,
,,,,,,,,,10.58006325,5.290031625,,,
,,,,,,,,,10.58006325,5.290031625,,,
,,,,,,,,,10.66884772,5.334423859,,,
,,,,,,,,,10.66884772,5.334423859,,,
,,,,,,,,,10.66884772,5.334423859,,,
,,,,,,,,,10.66884772,5.334423859,,,
,,,,,,,,,10.66884772,5.334423859,,,
,,,,,,,,,10.50781873,5.253909367,,,
,,,,,,,,,10.50781873,5.253909367,,,
,,,,,,,,,10.50781873,5.253909367,,,
,,,,,,,,,10.50781873,5.253909367,,,
,,,,,,,,,10.50781873,5.253909367,,,
,,,,,,,,,11.0376603,5.518830151,,,
,,,,,,,,,11.0376603,5.518830151,,,
,,,,,,,,,11.0376603,5.518830151,,,
,,,,,,,,,11.0376603,5.518830151,,,
,,,,,,,,,11.0376603,5.518830151,,,
,,,,,,,,,10.41193784,5.205968922,,,
,,,,,,,,,10.41193784,5.205968922,,,
,,,,,,,,,10.41193784,5.205968922,,,
,,,,,,,,,10.41193784,5.205968922,,,
,,,,,,,,,10.41193784,5.205968922,,,
,,,,,,,,,10.92779236,5.46389618,,,
,,,,,,,,,10.92779236,5.46389618,,,
,,,,,,,,,10.92779236,5.46389618,,,
,,,,,,,,,10.92779236,5.46389618,,,
,,,,,,,,,10.92779236,5.46389618,,,
,,,,,,,,,10.26146955,5.130734774,,,
,,,,,,,,,10.26146955,5.130734774,,,
,,,,,,,,,10.26146955,5.130734774,,,
,,,,,,,,,10.26146955,5.130734774,,,
,,,,,,,,,10.26146955,5.130734774,,,
,,,,,,,,,10.28588808,5.142944041,,,
,,,,,,,,,10.28588808,5.142944041,,,
,,,,,,,,,10.28588808,5.142944041,,,
,,,,,,,,,10.28588808,5.142944041,,,
,,,,,,,,,10.28588808,5.142944041,,,
,,,,,,,,,10.61924013,5.309620067,,,
,,,,,,,,,10.61924013,5.309620067,,,
,,,,,,,,,10.61924013,5.309620067,,,
,,,,,,,,,10.61924013,5.309620067,,,
,,,,,,,,,10.61924013,5.309620067,,,
,,,,,,,,,11.08140797,5.540703983,,,
,,,,,,,,,11.08140797,5.540703983,,,
,,,,,,,,,11.08140797,5.540703983,,,
,,,,,,,,,11.08140797,5.540703983,,,
,,,,,,,,,11.08140797,5.540703983,,,
,,,,,,,,,10.78746394,5.393731968,,,
,,,,,,,,,10.78746394,5.393731968,,,
,,,,,,,,,10.78746394,5.393731968,,,
,,,,,,,,,10.78746394,5.393731968,,,
,,,,,,,,,10.78746394,5.393731968,,,
,,,,,,,,,10.58897106,5.294485528,,,
,,,,,,,,,10.58897106,5.294485528,,,
,,,,,,,,,10.58897106,5.294485528,,,
,,,,,,,,,10.58897106,5.294485528,,,
,,,,,,,,,10.58897106,5.294485528,,,
,,,,,,,,,10.85629397,5.428146986,,,
,,,,,,,,,10.85629397,5.428146986,,,
,,,,,,,,,10.85629397,5.428146986,,,
,,,,,,,,,10.85629397,5.428146986,,,
,,,,,,,,,10.85629397,5.428146986,,,
,,,,,,,,,11.10834792,5.554173962,,,
,,,,,,,,,11.10834792,5.554173962,,,
,,,,,,,,,11.10834792,5.554173962,,,
,,,,,,,,,11.10834792,5.554173962,,,
,,,,,,,,,11.10834792,5.554173962,,,
,,,,,,,,,10.55509693,5.277548463,,,
,,,,,,,,,10.55509693,5.277548463,,,
,,,,,,,,,10.55509693,5.277548463,,,
,,,,,,,,,10.55509693,5.277548463,,,
,,,,,,,,,10.55509693,5.277548463,,,
,,,,,,,,,10.60480452,5.302402259,,,
,,,,,,,,,10.60480452,5.302402259,,,
,,,,,,,,,10.60480452,5.302402259,,,
,,,,,,,,,10.60480452,5.302402259,,,
,,,,,,,,,10.60480452,5.302402259,,,
,,,,,,,,,10.47557638,5.237788188,,,
,,,,,,,,,10.47557638,5.237788188,,,
,,,,,,,,,10.47557638,5.237788188,,,
,,,,,,,,,10.47557638,5.237788188,,,
,,,,,,,,,10.47557638,5.237788188,,,
,,,,,,,,,10.40385745,5.201928726,,,
,,,,,,,,,10.40385745,5.201928726,,,
,,,,,,,,,10.40385745,5.201928726,,,
,,,,,,,,,10.40385745,5.201928726,,,
,,,,,,,,,10.40385745,5.201928726,,,
,,,,,,,,,10.40789225,5.203946125,,,
,,,,,,,,,10.40789225,5.203946125,,,
,,,,,,,,,10.40789225,5.203946125,,,
,,,,,,,,,10.40789225,5.203946125,,,
,,,,,,,,,10.40789225,5.203946125,,,
,,,,,,,,,10.4274714,5.2137357,,,
,,,,,,,,,10.4274714,5.2137357,,,
,,,,,,,,,10.4274714,5.2137357,,,
,,,,,,,,,10.4274714,5.2137357,,,
,,,,,,,,,10.4274714,5.2137357,,,
,,,,,,,,,10.32071847,5.160359234,,,
,,,,,,,,,10.32071847,5.160359234,,,
,,,,,,,,,10.32071847,5.160359234,,,
,,,,,,,,,10.32071847,5.160359234,,,
,,,,,,,,,10.32071847,5.160359234,,,
,,,,,,,,,10.3465464,5.173273198,,,
,,,,,,,,,10.3465464,5.173273198,,,
,,,,,,,,,10.3465464,5.173273198,,,
,,,,,,,,,10.3465464,5.173273198,,,
,,,,,,,,,10.3465464,5.173273198,,,
,,,,,,,,,10.66898188,5.334490941,,,
,,,,,,,,,10.66898188,5.334490941,,,
,,,,,,,,,10.66898188,5.334490941,,,
,,,,,,,,,10.66898188,5.334490941,,,
,,,,,,,,,10.66898188,5.334490941,,,
,,,,,,,,,10.734465,5.367232499,,,
,,,,,,,,,10.734465,5.367232499,,,
,,,,,,,,,10.734465,5.367232499,,,
,,,,,,,,,10.734465,5.367232499,,,
,,,,,,,,,10.734465,5.367232499,,,
,,,,,,,,,10.26300337,5.131501684,,,
,,,,,,,,,10.26300337,5.131501684,,,
,,,,,,,,,10.26300337,5.131501684,,,
,,,,,,,,,10.26300337,5.131501684,,,
,,,,,,,,,10.26300337,5.131501684,,,
,,,,,,,,,10.8889278,5.444463899,,,
,,,,,,,,,10.8889278,5.444463899,,,
,,,,,,,,,10.8889278,5.444463899,,,
,,,,,,,,,10.8889278,5.444463899,,,
,,,,,,,,,10.8889278,5.444463899,,,
,,,,,,,,,10.68948769,5.344743847,,,
,,,,,,,,,10.68948769,5.344743847,,,
,,,,,,,,,10.68948769,5.344743847,,,
,,,,,,,,,10.68948769,5.344743847,,,
,,,,,,,,,10.68948769,5.344743847,,,
,,,,,,,,,86.95835847,43.47917924,,,
,,,,,,,,,107.9509921,53.97549603,,,
,,,,,,,,,40.37584456,20.18792228,,,
,,,,,,,,,19.38321096,9.691605482,,,
,,,,,,,,,10.67690713,5.338453564,,,
,,,,,,,,,23.45930389,11.72965194,,,
,,,,,,,,,10.61603753,5.308018767,,,
,,,,,,,,,10.61603753,5.308018767,,,
,,,,,,,,,10.61603753,5.308018767,,,
,,,,,,,,,10.61603753,5.308018767,,,
,,,,,,,,,10.42622634,5.21311317,,,
,,,,,,,,,10.42622634,5.21311317,,,
,,,,,,,,,10.42622634,5.21311317,,,
,,,,,,,,,10.42622634,5.21311317,,,
,,,,,,,,,10.42622634,5.21311317,,,
,,,,,,,,,9.953993124,4.976996562,,,
,,,,,,,,,9.953993124,4.976996562,,,
,,,,,,,,,9.953993124,4.976996562,,,
,,,,,,,,,9.953993124,4.976996562,,,
,,,,,,,,,9.953993124,4.976996562,,,
,,,,,,,,,9.610568708,4.805284354,,,
,,,,,,,,,9.610568708,4.805284354,,,
,,,,,,,,,9.610568708,4.805284354,,,
,,,,,,,,,9.610568708,4.805284354,,,
,,,,,,,,,9.610568708,4.805284354,,,
,,,,,,,,,10.23875231,5.119376155,,,
,,,,,,,,,10.23875231,5.119376155,,,
,,,,,,,,,10.23875231,5.119376155,,,
,,,,,,,,,10.23875231,5.119376155,,,
,,,,,,,,,10.23875231,5.119376155,,,
,,,,,,,,,10.37253346,5.186266731,,,
,,,,,,,,,10.37253346,5.186266731,,,
,,,,,,,,,10.37253346,5.186266731,,,
,,,,,,,,,10.37253346,5.186266731,,,
,,,,,,,,,10.37253346,5.186266731,,,
,,,,,,,,,10.54600037,5.273000186,,,
,,,,,,,,,10.54600037,5.273000186,,,
,,,,,,,,,10.54600037,5.273000186,,,
,,,,,,,,,10.54600037,5.273000186,,,
,,,,,,,,,10.54600037,5.273000186,,,
,,,,,,,,,10.60720131,5.303600654,,,
,,,,,,,,,10.60720131,5.303600654,,,
,,,,,,,,,10.60720131,5.303600654,,,
,,,,,,,,,10.60720131,5.303600654,,,
,,,,,,,,,10.60720131,5.303600654,,,
,,,,,,,,,10.38900551,5.194502755,,,
,,,,,,,,,10.38900551,5.194502755,,,
,,,,,,,,,10.38900551,5.194502755,,,
,,,,,,,,,10.38900551,5.194502755,,,
,,,,,,,,,10.38900551,5.194502755,,,
,,,,,,,,,10.56920414,5.28460207,,,
,,,,,,,,,10.56920414,5.28460207,,,
,,,,,,,,,10.56920414,5.28460207,,,
,,,,,,,,,10.56920414,5.28460207,,,
,,,,,,,,,76.13852055,38.06926027,,,
,,,,,,,,,43.73141221,21.8657061,,,
,,,,,,,,,21.59292744,10.79646372,,,
,,,,,,,,,17.44367049,8.721835243,,,
,,,,,,,,,12.9478269,6.473913452,,,
,,,,,,,,,10.2877611,5.14388055,,,
,,,,,,,,,10.3189238,5.159461899,,,
,,,,,,,,,10.3189238,5.159461899,,,
,,,,,,,,,10.3189238,5.159461899,,,
,,,,,,,,,10.3189238,5.159461899,,,
,,,,,,,,,10.3189238,5.159461899,,,
,,,,,,,,,10.69140016,5.34570008,,,
,,,,,,,,,10.69140016,5.34570008,,,
,,,,,,,,,10.69140016,5.34570008,,,
,,,,,,,,,10.69140016,5.34570008,,,
,,,,,,,,,10.69140016,5.34570008,,,
,,,,,,,,,10.27511892,5.13755946,,,
,,,,,,,,,10.27511892,5.13755946,,,
,,,,,,,,,10.27511892,5.13755946,,,
,,,,,,,,,10.27511892,5.13755946,,,
,,,,,,,,,10.27511892,5.13755946,,,
,,,,,,,,,9.921814946,4.960907473,,,
,,,,,,,,,9.921814946,4.960907473,,,
,,,,,,,,,9.921814946,4.960907473,,,
,,,,,,,,,9.921814946,4.960907473,,,
,,,,,,,,,9.921814946,4.960907473,,,
,,,,,,,,,10.1883375,5.094168749,,,
,,,,,,,,,10.1883375,5.094168749,,,
,,,,,,,,,10.1883375,5.094168749,,,
,,,,,,,,,10.1883375,5.094168749,,,
,,,,,,,,,10.1883375,5.094168749,,,
,,,,,,,,,10.10840749,5.054203747,,,
,,,,,,,,,10.10840749,5.054203747,,,
,,,,,,,,,10.10840749,5.054203747,,,
,,,,,,,,,10.10840749,5.054203747,,,
,,,,,,,,,10.10840749,5.054203747,,,
,,,,,,,,,9.753491593,4.876745796,,,
,,,,,,,,,9.753491593,4.876745796,,,
,,,,,,,,,9.753491593,4.876745796,,,
,,,,,,,,,9.753491593,4.876745796,,,
,,,,,,,,,9.753491593,4.876745796,,,
,,,,,,,,,10.28816686,5.144083432,,,
,,,,,,,,,10.28816686,5.144083432,,,
,,,,,,,,,10.28816686,5.144083432,,,
,,,,,,,,,10.28816686,5.144083432,,,
,,,,,,,,,10.28816686,5.144083432,,,
,,,,,,,,,10.14179683,5.070898417,,,
,,,,,,,,,10.14179683,5.070898417,,,
,,,,,,,,,10.14179683,5.070898417,,,
,,,,,,,,,10.14179683,5.070898417,,,
,,,,,,,,,10.14179683,5.070898417,,,
,,,,,,,,,10.52067746,5.260338731,,,
,,,,,,,,,10.52067746,5.260338731,,,
,,,,,,,,,10.52067746,5.260338731,,,
,,,,,,,,,10.52067746,5.260338731,,,
,,,,,,,,,10.52067746,5.260338731,,,
,,,,,,,,,10.01897373,5.009486866,,,
,,,,,,,,,10.01897373,5.009486866,,,
,,,,,,,,,10.01897373,5.009486866,,,
,,,,,,,,,10.01897373,5.009486866,,,
,,,,,,,,,10.01897373,5.009486866,,,
,,,,,,,,,10.40670345,5.203351726,,,
,,,,,,,,,10.40670345,5.203351726,,,
,,,,,,,,,10.40670345,5.203351726,,,
,,,,,,,,,10.40670345,5.203351726,,,
,,,,,,,,,10.40670345,5.203351726,,,
,,,,,,,,,10.46802342,5.234011712,,,
,,,,,,,,,10.46802342,5.234011712,,,
,,,,,,,,,10.46802342,5.234011712,,,
,,,,,,,,,10.46802342,5.234011712,,,
,,,,,,,,,10.46802342,5.234011712,,,
,,,,,,,,,10.13333217,5.066666086,,,
,,,,,,,,,10.13333217,5.066666086,,,
,,,,,,,,,10.13333217,5.066666086,,,
,,,,,,,,,10.13333217,5.066666086,,,
,,,,,,,,,10.13333217,5.066666086,,,
,,,,,,,,,10.64268191,5.321340955,,,
,,,,,,,,,10.64268191,5.321340955,,,
,,,,,,,,,10.64268191,5.321340955,,,
,,,,,,,,,10.64268191,5.321340955,,,
,,,,,,,,,10.64268191,5.321340955,,,
,,,,,,,,,10.07608483,5.038042415,,,
,,,,,,,,,10.07608483,5.038042415,,,
,,,,,,,,,10.07608483,5.038042415,,,
,,,,,,,,,10.07608483,5.038042415,,,
,,,,,,,,,10.07608483,5.038042415,,,
,,,,,,,,,10.15544707,5.077723537,,,
,,,,,,,,,10.15544707,5.077723537,,,
,,,,,,,,,10.15544707,5.077723537,,,
,,,,,,,,,10.15544707,5.077723537,,,
,,,,,,,,,10.15544707,5.077723537,,,
,,,,,,,,,10.34050158,5.170250792,,,
,,,,,,,,,10.34050158,5.170250792,,,
,,,,,,,,,10.34050158,5.170250792,,,
,,,,,,,,,10.34050158,5.170250792,,,
,,,,,,,,,10.34050158,5.170250792,,,
,,,,,,,,,10.37746026,5.188730132,,,
,,,,,,,,,10.37746026,5.188730132,,,
,,,,,,,,,10.37746026,5.188730132,,,
,,,,,,,,,10.37746026,5.188730132,,,
,,,,,,,,,10.37746026,5.188730132,,,
,,,,,,,,,10.03248081,5.016240407,,,
,,,,,,,,,10.03248081,5.016240407,,,
,,,,,,,,,10.03248081,5.016240407,,,
,,,,,,,,,10.03248081,5.016240407,,,
,,,,,,,,,10.03248081,5.016240407,,,
,,,,,,,,,10.35571962,5.177859808,,,
,,,,,,,,,10.35571962,5.177859808,,,
,,,,,,,,,10.35571962,5.177859808,,,
,,,,,,,,,10.35571962,5.177859808,,,
,,,,,,,,,10.35571962,5.177859808,,,
,,,,,,,,,9.933301972,4.966650986,,,
,,,,,,,,,9.933301972,4.966650986,,,
,,,,,,,,,9.933301972,4.966650986,,,
,,,,,,,,,9.933301972,4.966650986,,,
,,,,,,,,,9.933301972,4.966650986,,,
,,,,,,,,,10.05717784,5.02858892,,,
,,,,,,,,,10.05717784,5.02858892,,,
,,,,,,,,,10.05717784,5.02858892,,,
,,,,,,,,,10.05717784,5.02858892,,,
,,,,,,,,,10.05717784,5.02858892,,,
,,,,,,,,,9.994252657,4.997126328,,,
,,,,,,,,,9.994252657,4.997126328,,,
,,,,,,,,,9.994252657,4.997126328,,,
,,,,,,,,,9.994252657,4.997126328,,,
,,,,,,,,,9.994252657,4.997126328,,,
,,,,,,,,,10.09847651,5.049238255,,,
,,,,,,,,,10.09847651,5.049238255,,,
,,,,,,,,,10.09847651,5.049238255,,,
,,,,,,,,,10.09847651,5.049238255,,,
,,,,,,,,,10.09847651,5.049238255,,,
,,,,,,,,,10.64567028,5.322835142,,,
,,,,,,,,,10.64567028,5.322835142,,,
,,,,,,,,,10.64567028,5.322835142,,,
,,,,,,,,,10.64567028,5.322835142,,,
,,,,,,,,,10.64567028,5.322835142,,,
,,,,,,,,,10.37708828,5.188544142,,,
,,,,,,,,,10.37708828,5.188544142,,,
,,,,,,,,,10.37708828,5.188544142,,,
,,,,,,,,,10.37708828,5.188544142,,,
,,,,,,,,,10.37708828,5.188544142,,,
,,,,,,,,,9.996980994,4.998490497,,,
,,,,,,,,,9.996980994,4.998490497,,,
,,,,,,,,,9.996980994,4.998490497,,,
,,,,,,,,,9.996980994,4.998490497,,,
,,,,,,,,,9.996980994,4.998490497,,,
,,,,,,,,,10.20939964,5.104699819,,,
,,,,,,,,,10.20939964,5.104699819,,,
,,,,,,,,,10.20939964,5.104699819,,,
,,,,,,,,,10.20939964,5.104699819,,,
,,,,,,,,,10.20939964,5.104699819,,,
,,,,,,,,,10.4970433,5.248521649,,,
,,,,,,,,,10.4970433,5.248521649,,,
,,,,,,,,,10.4970433,5.248521649,,,
,,,,,,,,,10.4970433,5.248521649,,,
,,,,,,,,,10.4970433,5.248521649,,,
,,,,,,,,,10.40646421,5.203232107,,,
,,,,,,,,,10.40646421,5.203232107,,,
,,,,,,,,,10.40646421,5.203232107,,,
,,,,,,,,,10.40646421,5.203232107,,,
,,,,,,,,,10.40646421,5.203232107,,,
,,,,,,,,,10.13502245,5.067511227,,,
,,,,,,,,,10.13502245,5.067511227,,,
,,,,,,,,,10.13502245,5.067511227,,,
,,,,,,,,,10.13502245,5.067511227,,,
,,,,,,,,,10.13502245,5.067511227,,,
,,,,,,,,,10.01681691,5.008408453,,,
,,,,,,,,,10.01681691,5.008408453,,,
,,,,,,,,,10.01681691,5.008408453,,,
,,,,,,,,,10.01681691,5.008408453,,,
,,,,,,,,,10.01681691,5.008408453,,,
,,,,,,,,,10.16501022,5.08250511,,,
,,,,,,,,,10.16501022,5.08250511,,,
,,,,,,,,,10.16501022,5.08250511,,,
,,,,,,,,,10.16501022,5.08250511,,,
,,,,,,,,,10.16501022,5.08250511,,,
,,,,,,,,,10.46596755,5.232983775,,,
,,,,,,,,,10.46596755,5.232983775,,,
,,,,,,,,,10.46596755,5.232983775,,,
,,,,,,,,,10.46596755,5.232983775,,,
,,,,,,,,,10.46596755,5.232983775,,,
,,,,,,,,,10.30782617,5.153913087,,,
,,,,,,,,,10.30782617,5.153913087,,,
,,,,,,,,,10.30782617,5.153913087,,,
,,,,,,,,,10.30782617,5.153913087,,,
,,,,,,,,,10.30782617,5.153913087,,,
,,,,,,,,,10.15076223,5.075381115,,,
,,,,,,,,,10.15076223,5.075381115,,,
,,,,,,,,,10.15076223,5.075381115,,,
,,,,,,,,,10.15076223,5.075381115,,,
,,,,,,,,,10.15076223,5.075381115,,,
,,,,,,,,,10.1958719,5.097935948,,,
,,,,,,,,,10.1958719,5.097935948,,,
,,,,,,,,,10.1958719,5.097935948,,,
,,,,,,,,,10.1958719,5.097935948,,,
,,,,,,,,,10.1958719,5.097935948,,,
,,,,,,,,,10.1562706,5.078135298,,,
,,,,,,,,,10.1562706,5.078135298,,,
,,,,,,,,,10.1562706,5.078135298,,,
,,,,,,,,,10.1562706,5.078135298,,,
,,,,,,,,,10.1562706,5.078135298,,,
,,,,,,,,,10.05411154,5.027055769,,,
,,,,,,,,,10.05411154,5.027055769,,,
,,,,,,,,,10.05411154,5.027055769,,,
,,,,,,,,,10.05411154,5.027055769,,,
,,,,,,,,,10.05411154,5.027055769,,,
,,,,,,,,,10.24657987,5.123289937,,,
,,,,,,,,,10.24657987,5.123289937,,,
,,,,,,,,,10.24657987,5.123289937,,,
,,,,,,,,,10.24657987,5.123289937,,,
,,,,,,,,,10.24657987,5.123289937,,,
,,,,,,,,,10.37935834,5.189679171,,,
,,,,,,,,,10.37935834,5.189679171,,,
,,,,,,,,,10.37935834,5.189679171,,,
,,,,,,,,,10.37935834,5.189679171,,,
,,,,,,,,,10.37935834,5.189679171,,,
,,,,,,,,,10.55227967,5.276139835,,,
,,,,,,,,,10.55227967,5.276139835,,,
,,,,,,,,,10.55227967,5.276139835,,,
,,,,,,,,,10.55227967,5.276139835,,,
,,,,,,,,,10.55227967,5.276139835,,,
,,,,,,,,,10.15648219,5.078241093,,,
,,,,,,,,,10.15648219,5.078241093,,,
,,,,,,,,,10.15648219,5.078241093,,,
,,,,,,,,,10.15648219,5.078241093,,,
,,,,,,,,,10.15648219,5.078241093,,,
,,,,,,,,,10.32106807,5.160534037,,,
,,,,,,,,,10.32106807,5.160534037,,,
,,,,,,,,,10.32106807,5.160534037,,,
,,,,,,,,,10.32106807,5.160534037,,,
,,,,,,,,,10.32106807,5.160534037,,,
,,,,,,,,,10.19203693,5.096018467,,,
,,,,,,,,,10.19203693,5.096018467,,,
,,,,,,,,,10.19203693,5.096018467,,,
,,,,,,,,,10.19203693,5.096018467,,,
,,,,,,,,,10.19203693,5.096018467,,,
,,,,,,,,,10.2745628,5.1372814,,,
,,,,,,,,,10.2745628,5.1372814,,,
,,,,,,,,,10.2745628,5.1372814,,,
,,,,,,,,,10.2745628,5.1372814,,,
,,,,,,,,,10.2745628,5.1372814,,,
,,,,,,,,,10.0236868,5.0118434,,,
,,,,,,,,,10.0236868,5.0118434,,,
,,,,,,,,,10.0236868,5.0118434,,,
,,,,,,,,,10.0236868,5.0118434,,,
,,,,,,,,,10.0236868,5.0118434,,,
,,,,,,,,,10.30287119,5.151435595,,,
,,,,,,,,,10.30287119,5.151435595,,,
,,,,,,,,,10.30287119,5.151435595,,,
,,,,,,,,,10.30287119,5.151435595,,,
,,,,,,,,,10.30287119,5.151435595,,,
,,,,,,,,,10.44696741,5.223483704,,,
,,,,,,,,,10.44696741,5.223483704,,,
,,,,,,,,,10.44696741,5.223483704,,,
,,,,,,,,,10.44696741,5.223483704,,,
,,,,,,,,,10.44696741,5.223483704,,,
,,,,,,,,,10.26011223,5.130056116,,,
,,,,,,,,,10.26011223,5.130056116,,,
,,,,,,,,,10.26011223,5.130056116,,,
,,,,,,,,,10.26011223,5.130056116,,,
,,,,,,,,,10.26011223,5.130056116,,,
,,,,,,,,,10.11111555,5.055557775,,,
,,,,,,,,,10.11111555,5.055557775,,,
,,,,,,,,,10.11111555,5.055557775,,,
,,,,,,,,,10.11111555,5.055557775,,,
,,,,,,,,,10.11111555,5.055557775,,,
